1017,34.68064000631,135.17305451087,ファミリーマート神戸橘通店,22830121849,34.680675000000,135.173043611111,ファミリーマート神戸橘通店
1018,34.989047767246,135.76901483238,ファミリーマートサカタニ京阪七条店,22630058194,34.989135000000,135.769035000000,ファミリーマートサカタニ京阪七条店
1019,34.923331372172,135.69881461148,ファミリーマート長岡京駅前店,22630582367,34.920263333333,135.698092777778,ファミリーマート長岡京駅前店
1023,34.720697229514,135.29331134882,ファミリーマート神戸深江店,22830741322,34.720758333333,135.293323888889,ファミリーマート神戸深江店
1052,34.936104938179,135.79912012243,ファミリーマート堀池石田店,22630091524,34.935860833333,135.798961944444,ファミリーマート堀池石田店
11069051,35.3136462019052,139.53918747603899,ファミリーマート鎌倉長谷店,20857,35.313439227422,139.53872812839,ファミリーマート鎌倉長谷店
11111438,36.1193804666974,139.597659506746,セブンイレブン加須南町店,21130102802,36.119397222222,139.597675555556,セブンイレブン加須南町店
11112865,35.501264890040403,137.50495305337299,セブンイレブン中津川駅前店,22130344154,35.501387222222,137.504963888889,セブンイレブン中津川駅前店
11112980,35.424927271333999,139.51376831349199,セブンイレブン横浜泉桂坂店,21431252228,35.424922500000,139.513800555556,セブンイレブン横浜泉桂坂店
11116169,34.835841496928502,136.58891801656799,セブンイレブン鈴鹿白子駅前店,22430508358,34.835370277778,136.588983611111,セブンイレブン鈴鹿白子駅前店
11116806,35.329960508702598,136.755220531036,ファミリーマート一宮奥町野方店,22331101024,35.329458888889,136.752948055556,ファミリーマート一宮奥町野方店,56262,35.329966996928,136.75516849194,ファミリーマート一宮奥町野方店
11117656,34.895105299999997,137.25460698773199,セブンイレブン岡崎本宿町店,22330974194,34.895149166667,137.254880555556,セブンイレブン岡崎本宿町店
11122953,34.674492225358797,135.78902623508,ローソン奈良五条町店,22930631625,34.673998611111,135.789173611111,ローソン奈良五条町店
11123106,35.790395099999998,139.26879740000001,セブンイレブン青梅勝沼店,21331903818,35.789861944444,139.266630277778,セブンイレブン青梅勝沼店
11126373,35.8603086251346,139.52161408528499,セブンイレブン富士見市ふじみ野駅西口店,21130202871,35.860442777778,139.521558611111,セブンイレブン富士見市ふじみ野駅西口店
11127603,35.056051055716701,137.150084992209,ローソン三河豊田駅前店,22331113359,35.056227500000,137.150217777778,ローソン三河豊田駅前店
1121,34.66736738403,135.17160500213,ファミリーマート井上兵庫大仏前店,22830069740,34.667390277778,135.171605000000,ファミリーマート井上兵庫大仏前店
1151,35.028718123271,135.77262371021,ファミリーマート賀茂大橋店,22630034524,35.028759166667,135.772631111111,ファミリーマート賀茂大橋店
1266,34.77294824601,135.62382831751,ファミリーマート寝屋川石津南町店,22730484689,34.772997222222,135.623818888889,ファミリーマート寝屋川石津南町店
1304,34.735381154268,135.47068510434,ファミリーマート豊中千成店,22730302318,34.735645277778,135.470495000000,ファミリーマート豊中千成店
1327,34.827716023045,135.58060182683,ファミリーマート米田総持寺店,22730451685,34.827762222222,135.580622500000,ファミリーマート米田総持寺店
1379,34.813050708637,135.57472346742,ファミリーマート茨木舟木町店,22730455251,34.813133333333,135.574745277778,ファミリーマート茨木舟木町店
1420,34.739200361852,135.5032191676,ファミリーマート東淀川駅前店,22730173435,34.739242777778,135.503233611111,ファミリーマート東淀川駅前店
1433,34.981352226723,135.7595401884,ファミリーマート堀口京都八条口店,22630080390,34.981552222222,135.759550277778,ファミリーマート堀口京都八条口店
1475,34.686431444352,135.18036778594,ファミリーマート神戸花隈店,22830127369,34.686599444444,135.180576111111,ファミリーマート神戸花隈店
1481,34.708146673927,135.22671950991,ファミリーマートナダ萬灘南通店,22830784322,34.708167222222,135.226671944444,ファミリーマートナダ萬灘南通店
1499,34.708179739779,135.23072719946,ファミリーマート阪神大石駅前店,22830065495,34.708497777778,135.229666111111,ファミリーマート阪神大石駅前店
1519,34.836288893239,135.62686646909,ファミリーマート藤原春日町店,22730419602,34.836323333333,135.626837500000,ファミリーマート藤原春日町店
15254,35.692895537957,139.7051481368,ファミリーマート新宿靖国通り店,21330897465,35.692928888889,139.705254444444,ファミリーマート新宿靖国通り店
1539,34.662731499792,135.49976513168,ファミリーマート府立体育館前店,22730078147,34.662763055556,135.499732777778,ファミリーマート府立体育館前店
1540,34.685902913544,135.50489818348,ファミリーマートカツラギ瓦町店,22730247114,34.685866111111,135.504884722222,ファミリーマートカツラギ瓦町店
1563,34.734471588007,135.48977540404,ファミリーマート西宮原二丁目店,22730973835,34.734487500000,135.489845833333,ファミリーマート西宮原二丁目店
1570,34.712115453364,135.37733430785,ファミリーマート福田東鳴尾町一丁目店,22830205136,34.712178888889,135.377348611111,ファミリーマート福田東鳴尾町一丁目店
15750,35.684135397298,139.69975396105,ファミリーマート山野学苑店,21331386206,35.684221388889,139.699824722222,ファミリーマート山野学苑店
15754,35.342116441879,139.19835254654,ファミリーマート中井ＰＡ上り店,21431126823,35.342133333333,139.198500277778,ファミリーマート中井ＰＡ上り店
15783,35.66965430289,140.05401360432,ファミリーマートＰａｓａｒ幕張上り店,21230442614,35.669031388889,140.053309444444,ファミリーマートＰａｓａｒ幕張上り店
15841,35.343016571709,139.2041831171,ファミリーマート中井ＰＡ下り店,21431151426,35.343011111111,139.204219444444,ファミリーマート中井ＰＡ下り店
15843,35.318396526047,139.26884829478,ファミリーマート大磯ＰＡ店,21431160029,35.318383888889,139.268861666667,ファミリーマート大磯ＰＡ店
1592,34.661739240721,135.47580528257,ファミリーマート泉尾一丁目店,22730056914,34.661773888889,135.475796111111,ファミリーマート泉尾一丁目店
15962,35.683737149917,139.76875813579,ファミマサピアタワー店,21331384667,35.683823333333,139.768521666667,ファミマサピアタワー店
1603,34.719206805569,135.37078253433,ファミリーマート阪神なるお駅前店,22830203626,34.719253333333,135.370690555556,ファミリーマート阪神なるお駅前店
1606,34.502479982391,135.41563418352,ファミリーマート泉大津寿町店,22730415026,34.502518333333,135.415638333333,ファミリーマート泉大津寿町店
16067,35.73499809952,139.40814793009,ファミリーマート武蔵村山大南店,21331814325,35.734994444444,139.408181111111,ファミリーマート武蔵村山大南店
1609,34.80358597504,135.50322212541,ファミリーマート鷹ケ巣上新田店,22730297661,34.803582777778,135.503065833333,ファミリーマート鷹ケ巣上新田店
16126,35.601758082053,139.71977403858,ファミリーマート二葉三丁目店,21331805861,35.601806111111,139.719817500000,ファミリーマート二葉三丁目店
